attempt_id,player_id,mission_id,attempt_date,difficulty_selected,actual_playtime_mins,completed,deaths_count,used_stealth,outcome,attempt_number
2733,73,8,2024-06-08,Normal,69.1,1,5,0,Completed,1
2734,73,9,2024-05-28,Normal,11.1,0,0,0,Failed,1
2735,73,9,2024-06-03,Normal,74.7,1,19,0,Completed,2
2736,73,10,2024-05-26,Normal,22.7,0,8,1,Failed,1
2737,73,11,2024-05-31,Normal,41.4,1,6,0,Completed,1
2738,73,12,2024-06-09,Normal,32.4,0,1,0,Abandoned,1
2739,73,12,2024-06-18,Normal,80.9,1,1,0,Completed,2
2740,73,13,2024-06-04,Normal,5.8,0,0,1,Abandoned,1
2741,73,14,2024-06-28,Normal,27.0,1,0,1,Completed,1
2742,73,15,2024-06-05,Normal,6.5,0,2,0,Failed,1
2743,73,16,2024-05-30,Normal,25.1,1,1,0,Completed,1
2744,73,17,2024-06-05,Normal,33.4,1,7,0,Completed,1
2745,73,18,2024-06-26,Normal,34.8,1,14,1,Completed,1
2746,73,18,2024-06-15,Normal,43.1,1,2,1,Completed,2
2747,73,19,2024-06-15,Normal,15.8,1,0,1,Completed,1
2748,73,20,2024-06-27,Normal,24.2,1,0,0,Completed,1
2749,73,21,2024-06-30,Normal,16.8,1,0,0,Completed,1
2750,73,22,2024-06-01,Normal,11.9,1,0,1,Completed,1
2751,73,23,2024-06-26,Normal,9.6,1,0,1,Completed,1
2752,73,24,2024-06-15,Normal,10.4,0,4,0,Failed,1
2753,73,24,2024-06-22,Normal,17.3,1,2,0,Completed,2
2754,73,25,2024-05-30,Normal,16.9,1,2,1,Completed,1
2755,73,26,2024-06-03,Normal,13.1,1,0,1,Completed,1
2756,73,27,2024-05-23,Normal,12.3,1,0,0,Completed,1
2757,73,28,2024-06-03,Normal,20.0,1,5,1,Completed,1
2758,73,29,2024-05-26,Normal,20.8,1,4,0,Completed,1
2759,73,30,2024-05-24,Normal,25.2,1,2,0,Completed,1
2760,73,31,2024-06-08,Normal,13.0,1,0,0,Completed,1
2761,73,32,2024-06-26,Normal,12.0,1,13,0,Completed,1
2762,73,33,2024-06-19,Normal,8.2,1,0,1,Completed,1
2763,73,34,2024-06-16,Normal,11.6,1,1,1,Completed,1
2764,73,35,2024-06-13,Normal,9.4,1,1,1,Completed,1
2765,74,1,2024-06-27,Very Hard,36.7,1,0,1,Completed,1
2766,74,2,2024-06-06,Very Hard,81.5,1,1,1,Completed,1
2767,74,3,2024-06-07,Very Hard,58.0,1,0,1,Completed,1
2768,74,4,2024-06-19,Very Hard,66.6,0,7,1,Abandoned,1
2769,74,5,2024-05-21,Very Hard,83.4,1,3,0,Completed,1
2770,74,5,2024-06-06,Very Hard,53.5,1,19,0,Completed,2
2771,74,6,2024-05-06,Very Hard,64.3,1,5,1,Completed,1
2772,74,7,2024-06-14,Very Hard,46.8,0,1,1,Abandoned,1
2773,74,13,2024-06-29,Very Hard,37.8,1,2,1,Completed,1
2774,74,14,2024-05-06,Very Hard,43.5,1,1,0,Completed,1
2775,74,15,2024-06-14,Very Hard,27.5,1,0,1,Completed,1
2776,74,16,2024-05-09,Very Hard,43.7,1,0,1,Completed,1
2777,74,17,2024-06-26,Very Hard,28.0,0,2,1,Failed,1
2778,74,17,2024-06-03,Very Hard,19.5,0,4,0,Failed,2
2779,74,19,2024-05-05,Very Hard,28.0,1,2,1,Completed,1
2780,74,20,2024-05-21,Very Hard,37.3,1,2,1,Completed,1
2781,74,21,2024-05-16,Very Hard,22.5,1,0,1,Completed,1
2782,74,22,2024-06-22,Very Hard,25.5,1,0,1,Completed,1
2783,74,23,2024-05-04,Very Hard,23.6,1,0,1,Completed,1
2784,74,24,2024-06-19,Very Hard,37.2,1,4,1,Completed,1
2785,74,25,2024-06-26,Very Hard,21.9,1,3,1,Completed,1
2786,74,26,2024-05-25,Very Hard,24.4,1,0,0,Completed,1
2787,74,27,2024-05-05,Very Hard,6.3,0,0,1,Failed,1
2788,74,28,2024-06-15,Very Hard,40.9,1,28,0,Completed,1
2789,74,28,2024-06-18,Very Hard,29.8,1,13,1,Completed,2
2790,74,30,2024-06-01,Very Hard,26.2,1,0,1,Completed,1
2791,74,31,2024-05-03,Very Hard,14.8,1,0,0,Completed,1
2792,74,32,2024-06-25,Very Hard,15.0,0,5,1,Failed,1
2793,74,32,2024-06-08,Very Hard,18.0,1,35,1,Completed,2
2794,74,33,2024-06-12,Very Hard,14.7,1,0,1,Completed,1
2795,74,34,2024-05-09,Very Hard,25.6,1,5,0,Completed,1
2796,74,35,2024-05-13,Very Hard,4.9,0,0,1,Failed,1
2797,75,1,2024-04-12,Normal,27.2,1,2,1,Completed,1
2798,75,2,2024-05-07,Normal,49.1,1,0,0,Completed,1
2799,75,3,2024-05-06,Normal,33.8,1,0,0,Completed,1
2800,75,4,2024-05-09,Normal,10.4,0,0,0,Abandoned,1
2801,75,4,2024-04-30,Normal,43.2,1,0,0,Completed,2
2802,75,5,2024-05-28,Normal,35.4,0,5,0,Abandoned,1
2803,75,5,2024-04-14,Normal,52.0,1,0,0,Completed,2
2804,75,6,2024-05-04,Normal,38.8,1,0,0,Completed,1
2805,75,7,2024-05-04,Normal,24.1,0,0,0,Failed,1
2806,75,8,2024-05-08,Normal,69.9,1,0,0,Completed,1
2807,75,9,2024-05-11,Normal,35.6,0,5,0,Failed,1
2808,75,9,2024-04-28,Normal,32.4,0,6,0,Abandoned,2
2809,75,10,2024-06-05,Normal,53.9,1,7,1,Completed,1
2810,75,10,2024-04-04,Normal,50.6,1,6,0,Completed,2
2811,75,11,2024-04-28,Normal,27.6,0,2,0,Abandoned,1
2812,75,11,2024-05-08,Normal,34.1,1,1,0,Completed,2
2813,75,12,2024-04-21,Normal,58.2,1,1,0,Completed,1
2814,75,13,2024-05-28,Normal,21.2,1,2,0,Completed,1
2815,75,14,2024-04-22,Normal,31.5,1,0,0,Completed,1
2816,75,15,2024-06-21,Normal,20.4,1,0,0,Completed,1
2817,75,16,2024-04-13,Normal,29.4,1,0,0,Completed,1
2818,75,17,2024-04-10,Normal,24.5,1,6,0,Completed,1
2819,75,18,2024-04-01,Normal,31.8,1,2,0,Completed,1
2820,75,19,2024-03-16,Normal,15.8,1,0,0,Completed,1
2821,75,20,2024-03-18,Normal,15.8,0,5,0,Failed,1
2822,75,21,2024-03-31,Normal,15.1,1,2,0,Completed,1
2823,75,22,2024-05-30,Normal,12.4,1,0,0,Completed,1
2824,75,23,2024-06-06,Normal,15.1,1,0,0,Completed,1
2825,75,24,2024-06-13,Normal,24.8,1,5,0,Completed,1
2826,75,24,2024-05-31,Normal,27.2,1,0,0,Completed,2
2827,75,25,2024-05-30,Normal,15.1,1,4,0,Completed,1
2828,75,26,2024-04-18,Normal,13.2,1,0,0,Completed,1
2829,75,27,2024-06-06,Normal,18.9,1,8,1,Completed,1
2830,75,28,2024-03-19,Normal,5.7,0,1,0,Abandoned,1
2831,75,29,2024-03-29,Normal,13.5,0,0,0,Failed,1
2832,75,30,2024-06-23,Normal,22.7,1,1,1,Completed,1
2833,75,31,2024-06-21,Normal,11.2,1,0,0,Completed,1
2834,75,32,2024-06-09,Normal,13.5,1,10,0,Completed,1
2835,75,33,2024-04-20,Normal,8.5,1,1,0,Completed,1
2836,75,34,2024-06-26,Normal,9.8,1,0,0,Completed,1
2837,75,35,2024-05-10,Normal,8.1,1,0,1,Completed,1
2838,76,1,2024-06-26,Hard,27.8,1,0,1,Completed,1
2839,76,2,2024-06-29,Hard,50.5,1,9,1,Completed,1
2840,76,3,2024-06-02,Hard,35.2,1,0,0,Completed,1
2841,76,4,2024-06-18,Hard,68.4,1,8,1,Completed,1
2842,76,5,2024-06-30,Hard,62.1,1,0,0,Completed,1
2843,76,6,2024-06-24,Hard,35.2,1,0,0,Completed,1
2844,76,7,2024-06-12,Hard,14.8,0,0,1,Abandoned,1
2845,76,8,2024-06-05,Hard,43.7,0,24,1,Abandoned,1
2846,76,8,2024-06-23,Hard,40.4,0,0,1,Failed,2
2847,76,9,2024-06-21,Hard,62.0,0,14,0,Failed,1
2848,76,9,2024-05-28,Hard,48.6,0,13,1,Failed,2
2849,76,10,2024-06-30,Hard,25.5,0,11,1,Failed,1
2850,76,10,2024-06-16,Hard,58.1,1,9,1,Completed,2
2851,76,11,2024-06-23,Hard,57.2,1,1,1,Completed,1
2852,76,11,2024-06-28,Hard,69.0,1,5,1,Completed,2
2853,76,12,2024-06-13,Hard,17.4,0,10,1,Failed,1
2854,76,12,2024-06-03,Hard,63.7,1,7,1,Completed,2
2855,76,12,2024-06-02,Hard,82.4,1,2,1,Completed,3
2856,76,13,2024-06-15,Hard,20.9,0,5,1,Failed,1
2857,76,14,2024-06-30,Hard,38.1,1,0,0,Completed,1
2858,76,15,2024-06-30,Hard,20.9,1,0,0,Completed,1
2859,76,16,2024-05-26,Hard,35.0,1,7,1,Completed,1
2860,76,17,2024-06-20,Hard,52.3,1,6,1,Completed,1
2861,76,17,2024-06-24,Hard,44.3,1,2,1,Completed,2
2862,76,18,2024-06-16,Hard,61.0,1,2,0,Completed,1
2863,76,18,2024-06-08,Hard,54.4,1,2,1,Completed,2
2864,76,19,2024-06-10,Hard,14.2,1,0,1,Completed,1
2865,76,20,2024-06-18,Hard,16.3,0,0,0,Abandoned,1
2866,76,21,2024-05-23,Hard,14.4,0,4,1,Failed,1
2867,76,22,2024-06-30,Hard,21.8,1,4,1,Completed,1
2868,76,23,2024-06-26,Hard,13.9,1,4,0,Completed,1
2869,76,24,2024-06-14,Hard,23.6,1,3,1,Completed,1
2870,76,24,2024-06-01,Hard,6.6,0,0,1,Abandoned,2
2871,76,25,2024-06-14,Hard,24.7,1,1,0,Completed,1
2872,76,26,2024-06-20,Hard,3.3,0,0,0,Abandoned,1
2873,76,27,2024-06-07,Hard,16.5,1,1,0,Completed,1
2874,76,28,2024-06-20,Hard,32.6,1,7,1,Completed,1
2875,76,28,2024-06-19,Hard,16.2,0,12,1,Failed,2
2876,76,29,2024-06-21,Hard,15.2,0,19,1,Abandoned,1
2877,76,29,2024-05-27,Hard,24.0,1,13,1,Completed,2
2878,76,30,2024-06-13,Hard,21.3,1,2,0,Completed,1
2879,76,31,2024-06-24,Hard,10.0,1,0,0,Completed,1
2880,76,32,2024-06-21,Hard,22.1,1,1,1,Completed,1
2881,76,33,2024-05-28,Hard,13.2,1,0,1,Completed,1
2882,76,34,2024-06-16,Hard,17.8,1,6,1,Completed,1
2883,76,35,2024-05-24,Hard,12.2,1,10,1,Completed,1
2884,77,1,2023-12-29,Normal,22.4,1,0,0,Completed,1
2885,77,2,2024-05-30,Normal,51.4,1,1,0,Completed,1
2886,77,3,2023-10-23,Normal,47.1,1,0,0,Completed,1
2887,77,4,2024-04-23,Normal,48.0,1,1,0,Completed,1
2888,77,4,2024-03-06,Normal,47.4,1,4,0,Completed,2
2889,77,5,2024-03-16,Normal,35.8,0,2,1,Failed,1
2890,77,5,2023-10-23,Normal,38.2,1,2,0,Completed,2
2891,77,6,2024-02-16,Normal,36.7,1,0,0,Completed,1
2892,77,7,2023-11-27,Normal,43.5,1,0,0,Completed,1
2893,77,8,2024-03-17,Normal,81.1,1,2,0,Completed,1
2894,77,8,2023-10-26,Normal,66.5,1,0,0,Completed,2
2895,77,8,2024-01-06,Normal,52.6,1,6,0,Completed,3
2896,77,9,2024-01-16,Normal,52.0,1,7,0,Completed,1
2897,77,10,2024-01-13,Normal,13.0,0,4,0,Failed,1
2898,77,10,2024-06-04,Normal,48.7,1,4,0,Completed,2
2899,77,11,2024-05-06,Normal,48.7,1,1,0,Completed,1
2900,77,12,2023-10-30,Normal,68.1,1,9,0,Completed,1
2901,77,13,2024-01-07,Normal,28.4,1,1,0,Completed,1
2902,77,14,2024-02-02,Normal,24.7,1,0,0,Completed,1
2903,77,15,2024-03-13,Normal,15.2,1,1,0,Completed,1
2904,77,16,2023-12-26,Normal,33.9,1,3,0,Completed,1
2905,77,17,2024-05-25,Normal,28.0,1,7,1,Completed,1
2906,77,18,2024-01-04,Normal,18.6,0,0,0,Abandoned,1
2907,77,19,2024-06-09,Normal,19.3,1,0,1,Completed,1
2908,77,20,2024-02-16,Normal,25.0,1,4,0,Completed,1
2909,77,21,2023-10-18,Normal,24.0,1,0,0,Completed,1
2910,77,22,2024-02-03,Normal,20.9,1,2,0,Completed,1
2911,77,23,2024-04-16,Normal,10.8,1,0,1,Completed,1
2912,77,24,2024-02-15,Normal,22.5,1,3,1,Completed,1
2913,77,24,2024-06-21,Normal,19.5,1,2,0,Completed,2
2914,77,25,2024-04-07,Normal,14.2,1,0,1,Completed,1
2915,77,26,2024-03-07,Normal,13.9,1,0,0,Completed,1
2916,77,27,2024-03-22,Normal,12.7,1,2,0,Completed,1
2917,77,28,2023-10-16,Normal,28.0,1,5,1,Completed,1
2918,77,28,2023-12-24,Normal,25.1,1,3,0,Completed,2
2919,77,29,2023-11-23,Normal,25.0,1,2,0,Completed,1
2920,77,30,2024-02-18,Normal,17.9,1,0,0,Completed,1
2921,77,31,2024-04-13,Normal,12.6,1,0,0,Completed,1
2922,77,32,2024-06-27,Normal,20.1,1,7,0,Completed,1
2923,77,32,2024-01-14,Normal,15.4,1,1,1,Completed,2
2924,77,33,2023-10-29,Normal,9.4,1,1,1,Completed,1
2925,77,34,2024-03-28,Normal,10.2,1,0,0,Completed,1
2926,77,35,2023-11-15,Normal,7.9,1,1,0,Completed,1
2927,78,1,2024-06-29,Easy,17.1,1,0,0,Completed,1
2928,78,2,2024-06-21,Easy,31.1,1,0,0,Completed,1
2929,78,3,2024-06-01,Easy,23.9,1,0,0,Completed,1
2930,78,4,2024-06-27,Easy,29.9,1,0,0,Completed,1
2931,78,5,2024-05-30,Easy,33.4,1,0,0,Completed,1
2932,78,6,2024-05-26,Easy,19.1,1,0,1,Completed,1
2933,78,7,2024-06-09,Easy,23.9,1,1,0,Completed,1
2934,78,8,2024-06-16,Easy,25.3,0,0,0,Failed,1
2935,78,9,2024-06-10,Easy,28.6,0,2,0,Failed,1
2936,78,10,2024-06-30,Easy,29.7,1,1,0,Completed,1
2937,78,10,2024-06-02,Easy,46.9,1,2,0,Completed,2
2938,78,11,2024-06-16,Easy,27.9,1,2,0,Completed,1
2939,78,11,2024-06-08,Easy,30.8,1,0,0,Completed,2
2940,78,12,2024-06-16,Easy,52.0,1,9,0,Completed,1
2941,78,13,2024-06-17,Easy,21.0,1,0,0,Completed,1
2942,78,14,2024-06-20,Easy,17.9,1,1,0,Completed,1
2943,78,15,2024-06-04,Easy,14.0,1,0,0,Completed,1
2944,78,16,2024-06-01,Easy,23.8,1,0,0,Completed,1
2945,78,17,2024-06-02,Easy,18.9,1,0,0,Completed,1
2946,78,17,2024-06-01,Easy,23.0,1,0,0,Completed,2
2947,78,18,2024-06-20,Easy,34.5,1,1,0,Completed,1
2948,78,18,2024-05-26,Easy,22.7,1,3,0,Completed,2
2949,78,19,2024-06-11,Easy,12.7,1,0,0,Completed,1
2950,78,20,2024-06-17,Easy,12.0,1,0,0,Completed,1
2951,78,21,2024-06-25,Easy,11.8,1,1,0,Completed,1
2952,78,22,2024-05-25,Easy,15.6,1,1,0,Completed,1
2953,78,23,2024-06-02,Easy,8.8,1,0,0,Completed,1
2954,78,24,2024-06-07,Easy,15.5,1,1,0,Completed,1
2955,78,25,2024-06-29,Easy,15.5,1,0,0,Completed,1
2956,78,26,2024-06-09,Easy,14.3,1,2,1,Completed,1
2957,78,27,2024-06-30,Easy,14.0,1,1,0,Completed,1
2958,78,28,2024-06-22,Easy,11.9,1,3,0,Completed,1
2959,78,29,2024-06-27,Easy,21.7,1,1,0,Completed,1
2960,78,29,2024-06-03,Easy,14.1,1,0,1,Completed,2
2961,78,30,2024-06-27,Easy,18.5,1,0,0,Completed,1
2962,78,31,2024-06-28,Easy,10.1,1,0,0,Completed,1
2963,78,32,2024-06-26,Easy,8.8,0,0,0,Failed,1
2964,78,32,2024-05-30,Easy,15.6,1,0,0,Completed,2
2965,78,33,2024-06-10,Easy,6.0,1,1,0,Completed,1
2966,78,34,2024-06-02,Easy,8.4,1,0,0,Completed,1
2967,78,35,2024-05-28,Easy,10.4,1,2,0,Completed,1
2968,79,1,2023-12-16,Hard,27.3,1,0,0,Completed,1
2969,79,2,2023-12-12,Hard,34.5,0,9,0,Abandoned,1
2970,79,3,2024-06-11,Hard,42.2,1,1,0,Completed,1
2971,79,4,2024-05-28,Hard,38.3,0,0,0,Abandoned,1
2972,79,5,2024-01-31,Hard,15.4,0,0,0,Abandoned,1
2973,79,6,2023-12-12,Hard,36.6,1,1,0,Completed,1
2974,79,7,2023-12-19,Hard,56.5,1,0,0,Completed,1
2975,79,8,2023-12-03,Hard,78.6,1,3,1,Completed,1
2976,79,8,2024-02-12,Hard,56.8,1,21,0,Completed,2
2977,79,9,2024-04-26,Hard,88.0,1,6,1,Completed,1
2978,79,10,2024-05-06,Hard,29.3,0,4,0,Abandoned,1
2979,79,10,2024-02-24,Hard,59.9,1,0,1,Completed,2
2980,79,11,2023-12-14,Hard,69.4,1,3,0,Completed,1
2981,79,12,2024-03-07,Hard,57.4,0,1,0,Failed,1
2982,79,13,2024-02-16,Hard,36.2,1,3,0,Completed,1
2983,79,14,2024-02-20,Hard,11.0,0,2,1,Failed,1
2984,79,15,2024-02-24,Hard,23.3,1,0,0,Completed,1
2985,79,16,2024-01-02,Hard,19.6,0,3,0,Abandoned,1
2986,79,17,2024-05-15,Hard,31.1,0,2,1,Failed,1
2987,79,18,2024-06-08,Hard,22.1,0,10,1,Abandoned,1
2988,79,18,2024-06-21,Hard,37.1,1,3,0,Completed,2
2989,79,19,2024-06-17,Hard,19.9,1,0,0,Completed,1
2990,79,20,2024-05-30,Hard,22.9,1,0,0,Completed,1
2991,79,21,2024-02-07,Hard,19.3,1,0,0,Completed,1
2992,79,22,2024-06-19,Hard,25.9,1,0,0,Completed,1
2993,79,23,2024-03-22,Hard,20.2,1,0,0,Completed,1
2994,79,24,2024-01-04,Hard,20.1,0,4,0,Failed,1
2995,79,24,2024-06-04,Hard,21.8,0,14,1,Abandoned,2
2996,79,25,2024-05-08,Hard,18.9,1,0,0,Completed,1
2997,79,26,2023-11-25,Hard,17.6,1,0,0,Completed,1
2998,79,27,2024-05-24,Hard,16.1,1,0,0,Completed,1
2999,79,28,2024-05-14,Hard,23.5,1,1,0,Completed,1
3000,79,29,2024-03-16,Hard,36.8,1,9,0,Completed,1
3001,79,30,2023-12-23,Hard,19.6,0,3,0,Failed,1
3002,79,31,2024-05-22,Hard,14.1,1,0,0,Completed,1
3003,79,32,2023-12-03,Hard,18.9,1,7,0,Completed,1
3004,79,33,2024-01-11,Hard,12.2,1,0,0,Completed,1
3005,79,34,2023-12-31,Hard,13.8,1,0,0,Completed,1
3006,79,35,2024-05-13,Hard,16.1,1,0,1,Completed,1
3007,80,1,2024-04-30,Hard,37.9,1,0,1,Completed,1
3008,80,2,2024-06-23,Hard,35.4,0,3,1,Failed,1
3009,80,3,2024-06-29,Hard,45.9,1,1,1,Completed,1
3010,80,4,2024-05-17,Hard,51.5,1,3,1,Completed,1
3011,80,4,2024-04-24,Hard,75.4,1,0,1,Completed,2
3012,80,5,2024-05-01,Hard,43.4,1,2,1,Completed,1
3013,80,6,2024-06-15,Hard,48.7,1,6,1,Completed,1
3014,80,7,2024-04-16,Hard,21.1,0,3,1,Failed,1
3015,80,8,2024-05-27,Hard,21.3,0,2,0,Failed,1
3016,80,8,2024-05-01,Hard,49.0,0,14,1,Failed,2
3017,80,8,2024-06-28,Hard,104.8,1,5,1,Completed,3
3018,80,9,2024-04-26,Hard,27.6,0,16,1,Failed,1
3019,80,10,2024-06-30,Hard,46.9,1,0,0,Completed,1
3020,80,11,2024-05-23,Hard,50.2,1,0,1,Completed,1
3021,80,12,2024-06-27,Hard,25.6,0,1,0,Abandoned,1
3022,80,13,2024-05-15,Hard,21.6,1,2,0,Completed,1
3023,80,14,2024-04-06,Hard,18.0,0,3,0,Abandoned,1
3024,80,15,2024-06-11,Hard,17.7,1,1,1,Completed,1
3025,80,16,2024-05-14,Hard,11.6,0,0,1,Abandoned,1
3026,80,17,2024-05-10,Hard,29.2,1,3,0,Completed,1
3027,80,18,2024-05-04,Hard,59.6,1,7,1,Completed,1
3028,80,18,2024-05-29,Hard,40.3,1,1,1,Completed,2
3029,80,19,2024-06-26,Hard,23.5,1,0,1,Completed,1
3030,80,20,2024-05-29,Hard,31.6,1,0,0,Completed,1
3031,80,21,2024-06-02,Hard,22.0,1,11,0,Completed,1
3032,80,22,2024-04-16,Hard,16.6,0,5,0,Abandoned,1
3033,80,23,2024-05-06,Hard,14.7,1,0,1,Completed,1
3034,80,24,2024-06-08,Hard,29.5,1,1,1,Completed,1
3035,80,24,2024-04-22,Hard,23.1,1,4,0,Completed,2
3036,80,25,2024-05-20,Hard,25.7,1,1,1,Completed,1
3037,80,26,2024-04-17,Hard,21.7,1,0,0,Completed,1
3038,80,27,2024-06-11,Hard,21.2,1,5,1,Completed,1
3039,80,28,2024-06-27,Hard,11.9,0,11,1,Failed,1
3040,80,29,2024-05-30,Hard,14.5,0,4,1,Abandoned,1
3041,80,30,2024-04-29,Hard,24.4,1,3,1,Completed,1
3042,80,31,2024-04-28,Hard,12.6,1,3,0,Completed,1
3043,80,32,2024-06-18,Hard,17.8,0,0,1,Abandoned,1
3044,80,33,2024-05-18,Hard,9.6,1,0,1,Completed,1
3045,80,34,2024-06-21,Hard,15.9,1,0,1,Completed,1
3046,80,35,2024-06-12,Hard,6.8,0,6,1,Failed,1
3047,81,1,2024-06-25,Hard,24.0,1,0,0,Completed,1
3048,81,2,2024-04-16,Hard,62.6,1,0,0,Completed,1
3049,81,3,2024-06-11,Hard,48.5,1,0,1,Completed,1
3050,81,4,2024-03-08,Hard,33.7,0,0,0,Abandoned,1
3051,81,4,2024-03-05,Hard,81.1,1,1,0,Completed,2
3052,81,5,2024-04-01,Hard,43.8,1,6,0,Completed,1
3053,81,6,2024-06-12,Hard,43.7,1,1,0,Completed,1
3054,81,7,2024-03-16,Hard,10.6,0,0,1,Failed,1
3055,81,8,2024-05-19,Hard,99.0,1,3,1,Completed,1
3056,81,8,2024-05-10,Hard,97.0,1,0,0,Completed,2
3057,81,8,2024-03-27,Hard,49.6,0,1,0,Failed,3
3058,81,9,2024-06-19,Hard,56.9,1,7,0,Completed,1
3059,81,10,2024-06-21,Hard,37.7,0,8,0,Failed,1
3060,81,10,2024-05-10,Hard,68.2,1,0,0,Completed,2
3061,81,11,2024-03-01,Hard,68.2,1,6,0,Completed,1
3062,81,12,2024-06-29,Hard,68.1,0,3,0,Abandoned,1
3063,81,13,2024-03-30,Hard,36.7,1,3,0,Completed,1
3064,81,14,2024-04-13,Hard,31.2,1,6,0,Completed,1
3065,81,15,2024-05-29,Hard,20.6,1,0,0,Completed,1
3066,81,16,2024-05-05,Hard,31.2,1,1,0,Completed,1
3067,81,17,2024-06-17,Hard,50.7,1,3,0,Completed,1
3068,81,18,2024-06-26,Hard,41.2,1,6,0,Completed,1
3069,81,18,2024-03-25,Hard,34.5,0,9,0,Abandoned,2
3070,81,19,2024-03-17,Hard,18.8,1,0,0,Completed,1
3071,81,20,2024-04-27,Hard,29.5,1,1,0,Completed,1
3072,81,21,2024-06-04,Hard,24.3,1,2,0,Completed,1
3073,81,22,2024-04-05,Hard,12.8,0,2,0,Failed,1
3074,81,23,2024-04-10,Hard,20.8,1,0,0,Completed,1
3075,81,24,2024-06-08,Hard,21.1,1,6,0,Completed,1
3076,81,25,2024-04-01,Hard,31.4,1,0,0,Completed,1
3077,81,26,2024-03-23,Hard,15.0,1,2,1,Completed,1
3078,81,27,2024-05-09,Hard,26.9,1,3,0,Completed,1
3079,81,28,2024-06-14,Hard,22.4,1,6,0,Completed,1
3080,81,28,2024-02-27,Hard,21.9,0,5,0,Failed,2
3081,81,29,2024-05-23,Hard,14.0,0,2,0,Failed,1
3082,81,29,2024-02-29,Hard,37.6,1,0,0,Completed,2
3083,81,30,2024-03-27,Hard,30.9,1,0,0,Completed,1
3084,81,31,2024-03-27,Hard,4.7,0,1,0,Failed,1
3085,81,32,2024-06-21,Hard,9.6,0,0,0,Abandoned,1
3086,81,33,2024-04-02,Hard,8.4,1,1,0,Completed,1
3087,81,34,2024-04-22,Hard,10.7,0,4,1,Failed,1
3088,81,35,2024-04-13,Hard,6.5,0,0,1,Failed,1
3089,82,1,2024-05-24,Very Hard,42.4,1,1,0,Completed,1
3090,82,2,2024-05-04,Very Hard,85.0,1,1,0,Completed,1
3091,82,3,2024-06-13,Very Hard,34.6,0,1,1,Abandoned,1
3092,82,4,2024-06-15,Very Hard,99.9,1,2,0,Completed,1
3093,82,5,2024-06-25,Very Hard,87.0,1,1,0,Completed,1
3094,82,6,2024-05-08,Very Hard,48.6,1,1,0,Completed,1
3095,82,7,2024-06-17,Very Hard,17.1,0,2,0,Failed,1
3096,82,8,2024-05-29,Very Hard,95.5,1,28,0,Completed,1
3097,82,9,2024-05-02,Very Hard,118.0,1,13,0,Completed,1
3098,82,9,2024-05-03,Very Hard,29.8,0,12,0,Abandoned,2
3099,82,10,2024-06-18,Very Hard,80.4,1,3,1,Completed,1
3100,82,11,2024-06-23,Very Hard,60.0,1,9,0,Completed,1
3101,82,12,2024-05-13,Very Hard,54.9,0,3,0,Abandoned,1
3102,82,12,2024-05-04,Very Hard,88.3,0,9,0,Failed,2
3103,82,12,2024-06-12,Very Hard,98.1,1,35,0,Completed,3
3104,82,13,2024-05-21,Very Hard,28.8,1,3,0,Completed,1
3105,82,14,2024-06-17,Very Hard,50.7,1,0,0,Completed,1
3106,82,15,2024-05-25,Very Hard,25.4,1,0,0,Completed,1
3107,82,16,2024-06-16,Very Hard,40.8,1,3,1,Completed,1
3108,82,17,2024-05-14,Very Hard,17.1,0,0,0,Abandoned,1
3109,82,17,2024-06-29,Very Hard,42.4,1,16,0,Completed,2
3110,82,18,2024-06-14,Very Hard,42.4,0,6,0,Abandoned,1
3111,82,19,2024-05-09,Very Hard,22.3,1,0,0,Completed,1
3112,82,20,2024-05-06,Very Hard,15.4,0,5,0,Abandoned,1
3113,82,21,2024-05-07,Very Hard,6.4,0,2,0,Failed,1
3114,82,22,2024-06-06,Very Hard,17.2,0,0,1,Abandoned,1
3115,82,23,2024-05-15,Very Hard,20.8,1,0,0,Completed,1
3116,82,24,2024-06-07,Very Hard,36.3,1,11,0,Completed,1
3117,82,25,2024-05-24,Very Hard,29.1,1,0,0,Completed,1
3118,82,26,2024-05-19,Very Hard,7.0,0,3,1,Abandoned,1
3119,82,27,2024-06-20,Very Hard,18.8,1,17,1,Completed,1
3120,82,28,2024-05-21,Very Hard,18.4,0,0,0,Failed,1
3121,82,29,2024-06-12,Very Hard,16.3,0,10,1,Failed,1
3122,82,30,2024-06-15,Very Hard,20.1,0,0,0,Failed,1
3123,82,31,2024-06-17,Very Hard,15.1,1,1,0,Completed,1
3124,82,32,2024-05-10,Very Hard,4.6,0,2,0,Failed,1
3125,82,32,2024-05-17,Very Hard,18.5,1,15,0,Completed,2
3126,82,33,2024-05-11,Very Hard,12.3,1,0,0,Completed,1
3127,82,34,2024-06-21,Very Hard,16.8,1,4,0,Completed,1
3128,82,35,2024-06-17,Very Hard,11.9,1,3,0,Completed,1
3129,83,1,2024-06-05,Easy,23.2,1,0,1,Completed,1
3130,83,2,2024-04-11,Easy,26.8,1,1,1,Completed,1
3131,83,3,2024-05-25,Easy,31.3,1,0,0,Completed,1
3132,83,4,2024-03-22,Easy,46.4,1,1,1,Completed,1
3133,83,5,2024-05-15,Easy,26.3,1,0,1,Completed,1
3134,83,6,2024-03-09,Easy,28.3,1,2,0,Completed,1
3135,83,7,2024-05-04,Easy,29.3,1,1,1,Completed,1
